customer_id,customer_name,email,registration_date,customer_type
CUST0428,Customer 428,customer428@example.com,2022-02-16,VIP
CUST0429,Customer 429,customer429@example.com,2020-07-19,VIP
CUST0430,Customer 430,customer430@example.com,2021-07-21,VIP
CUST0431,Customer 431,customer431@example.com,2020-08-03,VIP
CUST0432,Customer 432,customer432@example.com,2022-06-09,REGULAR
CUST0433,Customer 433,customer433@example.com,2022-06-28,REGULAR
CUST0434,Customer 434,customer434@example.com,2021-12-03,PREMIUM
CUST0435,Customer 435,customer435@example.com,2020-11-16,VIP
CUST0436,Customer 436,customer436@example.com,2021-02-21,VIP
CUST0437,Customer 437,customer437@example.com,2022-11-25,PREMIUM
CUST0438,Customer 438,customer438@example.com,2021-10-24,PREMIUM
CUST0439,Customer 439,customer439@example.com,2020-11-19,PREMIUM
CUST0440,Customer 440,customer440@example.com,2022-11-02,VIP
CUST0441,Customer 441,customer441@example.com,2020-10-08,VIP
CUST0442,Customer 442,customer442@example.com,2022-05-29,PREMIUM
CUST0443,Customer 443,customer443@example.com,2022-09-15,PREMIUM
CUST0444,Customer 444,customer444@example.com,2020-08-21,VIP
CUST0445,Customer 445,customer445@example.com,2021-06-05,REGULAR
CUST0446,Customer 446,customer446@example.com,2021-08-21,VIP
CUST0447,Customer 447,customer447@example.com,2022-06-30,REGULAR
CUST0448,Customer 448,customer448@example.com,2020-04-30,VIP
CUST0449,Customer 449,customer449@example.com,2022-02-26,VIP
CUST0450,Customer 450,customer450@example.com,2020-06-27,PREMIUM
CUST0451,Customer 451,customer451@example.com,2022-07-24,PREMIUM
CUST0452,Customer 452,customer452@example.com,2022-09-01,REGULAR
CUST0453,Customer 453,customer453@example.com,2020-11-30,REGULAR
CUST0454,Customer 454,customer454@example.com,2022-07-31,VIP
CUST0455,Customer 455,customer455@example.com,2021-04-05,PREMIUM
CUST0456,Customer 456,customer456@example.com,2020-06-09,VIP
CUST0457,Customer 457,customer457@example.com,2021-11-30,PREMIUM
CUST0458,Customer 458,customer458@example.com,2020-02-07,PREMIUM
CUST0459,Customer 459,customer459@example.com,2021-04-21,PREMIUM
CUST0460,Customer 460,customer460@example.com,2021-12-17,REGULAR
CUST0461,Customer 461,customer461@example.com,2022-07-08,REGULAR
CUST0462,Customer 462,customer462@example.com,2022-12-06,REGULAR
CUST0463,Customer 463,customer463@example.com,2021-08-22,PREMIUM
CUST0464,Customer 464,customer464@example.com,2020-10-10,REGULAR
CUST0465,Customer 465,customer465@example.com,2020-07-07,VIP
CUST0466,Customer 466,customer466@example.com,2021-11-23,REGULAR
CUST0467,Customer 467,customer467@example.com,2020-04-16,VIP
CUST0468,Customer 468,customer468@example.com,2021-07-26,VIP
CUST0469,Customer 469,customer469@example.com,2021-12-09,REGULAR
CUST0470,Customer 470,customer470@example.com,2020-12-29,PREMIUM
CUST0471,Customer 471,customer471@example.com,2022-01-08,VIP
CUST0472,Customer 472,customer472@example.com,2022-02-12,VIP
CUST0473,Customer 473,customer473@example.com,2021-04-15,VIP
CUST0474,Customer 474,customer474@example.com,2022-01-02,REGULAR
CUST0475,Customer 475,customer475@example.com,2022-07-06,VIP
CUST0476,Customer 476,customer476@example.com,2022-10-26,REGULAR
CUST0477,Customer 477,customer477@example.com,2020-11-21,REGULAR
CUST0478,Customer 478,customer478@example.com,2020-09-13,REGULAR
CUST0479,Customer 479,customer479@example.com,2022-07-09,VIP
CUST0480,Customer 480,customer480@example.com,2022-06-03,PREMIUM
CUST0481,Customer 481,customer481@example.com,2022-07-04,VIP
CUST0482,Customer 482,customer482@example.com,2022-07-04,REGULAR
CUST0483,Customer 483,customer483@example.com,2020-12-30,REGULAR
CUST0484,Customer 484,customer484@example.com,2021-06-05,PREMIUM
CUST0485,Customer 485,customer485@example.com,2021-03-13,REGULAR
CUST0486,Customer 486,customer486@example.com,2020-07-15,PREMIUM
CUST0487,Customer 487,customer487@example.com,2022-12-08,PREMIUM
CUST0488,Customer 488,customer488@example.com,2020-07-13,REGULAR
CUST0489,Customer 489,customer489@example.com,2020-11-19,VIP
CUST0490,Customer 490,customer490@example.com,2020-07-22,VIP
CUST0491,Customer 491,customer491@example.com,2020-11-22,REGULAR
CUST0492,Customer 492,customer492@example.com,2022-02-06,VIP
CUST0493,Customer 493,customer493@example.com,2021-12-01,VIP
CUST0494,Customer 494,customer494@example.com,2021-07-24,REGULAR
CUST0495,Customer 495,customer495@example.com,2020-06-02,REGULAR
CUST0496,Customer 496,customer496@example.com,2022-02-10,VIP
CUST0497,Customer 497,customer497@example.com,2021-05-30,VIP
CUST0498,Customer 498,customer498@example.com,2020-11-23,PREMIUM
CUST0499,Customer 499,customer499@example.com,2021-07-16,REGULAR
CUST0500,Customer 500,customer500@example.com,2020-05-14,PREMIUM
